trip_id,stop_id,stop_sequence,arrival_time,departure_time
L1_trip_22,L1_26,26,37920,37920
L1_trip_22,L1_27,27,38040,38040
L1_trip_22,L1_28,28,38160,38160
L1_trip_23,L1_0,0,35400,35400
L1_trip_23,L1_1,1,35520,35520
L1_trip_23,L1_2,2,35640,35640
L1_trip_23,L1_3,3,35760,35760
L1_trip_23,L1_4,4,35880,35880
L1_trip_23,L1_5,5,36000,36000
L1_trip_23,L1_6,6,36120,36120
L1_trip_23,L1_7,7,36240,36240
L1_trip_23,L1_8,8,36360,36360
L1_trip_23,L1_9,9,36480,36480
L1_trip_23,L1_10,10,36600,36600
L1_trip_23,L1_11,11,36720,36720
L1_trip_23,L1_12,12,36840,36840
L1_trip_23,L1_13,13,36960,36960
L1_trip_23,L1_14,14,37080,37080
L1_trip_23,L1_15,15,37200,37200
L1_trip_23,L1_16,16,37320,37320
L1_trip_23,L1_17,17,37440,37440
L1_trip_23,L1_18,18,37560,37560
L1_trip_23,L1_19,19,37680,37680
L1_trip_23,L1_20,20,37800,37800
L1_trip_23,L1_21,21,37920,37920
L1_trip_23,L1_22,22,38040,38040
L1_trip_23,L1_23,23,38160,38160
L1_trip_23,L1_24,24,38280,38280
L1_trip_23,L1_25,25,38400,38400
L1_trip_23,L1_26,26,38520,38520
L1_trip_23,L1_27,27,38640,38640
L1_trip_23,L1_28,28,38760,38760
L1_trip_24,L1_0,0,36000,36000
L1_trip_24,L1_1,1,36120,36120
L1_trip_24,L1_2,2,36240,36240
L1_trip_24,L1_3,3,36360,36360
L1_trip_24,L1_4,4,36480,36480
L1_trip_24,L1_5,5,36600,36600
L1_trip_24,L1_6,6,36720,36720
L1_trip_24,L1_7,7,36840,36840
L1_trip_24,L1_8,8,36960,36960
L1_trip_24,L1_9,9,37080,37080
L1_trip_24,L1_10,10,37200,37200
L1_trip_24,L1_11,11,37320,37320
L1_trip_24,L1_12,12,37440,37440
L1_trip_24,L1_13,13,37560,37560
L1_trip_24,L1_14,14,37680,37680
L1_trip_24,L1_15,15,37800,37800
L1_trip_24,L1_16,16,37920,37920
L1_trip_24,L1_17,17,38040,38040
L1_trip_24,L1_18,18,38160,38160
L1_trip_24,L1_19,19,38280,38280
L1_trip_24,L1_20,20,38400,38400
L1_trip_24,L1_21,21,38520,38520
L1_trip_24,L1_22,22,38640,38640
L1_trip_24,L1_23,23,38760,38760
L1_trip_24,L1_24,24,38880,38880
L1_trip_24,L1_25,25,39000,39000
L1_trip_24,L1_26,26,39120,39120
L1_trip_24,L1_27,27,39240,39240
L1_trip_24,L1_28,28,39360,39360
L1_trip_25,L1_0,0,36600,36600
L1_trip_25,L1_1,1,36720,36720
L1_trip_25,L1_2,2,36840,36840
L1_trip_25,L1_3,3,36960,36960
L1_trip_25,L1_4,4,37080,37080
L1_trip_25,L1_5,5,37200,37200
L1_trip_25,L1_6,6,37320,37320
L1_trip_25,L1_7,7,37440,37440
L1_trip_25,L1_8,8,37560,37560
L1_trip_25,L1_9,9,37680,37680
L1_trip_25,L1_10,10,37800,37800
L1_trip_25,L1_11,11,37920,37920
L1_trip_25,L1_12,12,38040,38040
L1_trip_25,L1_13,13,38160,38160
L1_trip_25,L1_14,14,38280,38280
L1_trip_25,L1_15,15,38400,38400
L1_trip_25,L1_16,16,38520,38520
L1_trip_25,L1_17,17,38640,38640
L1_trip_25,L1_18,18,38760,38760
L1_trip_25,L1_19,19,38880,38880
L1_trip_25,L1_20,20,39000,39000
L1_trip_25,L1_21,21,39120,39120
L1_trip_25,L1_22,22,39240,39240
L1_trip_25,L1_23,23,39360,39360
L1_trip_25,L1_24,24,39480,39480
L1_trip_25,L1_25,25,39600,39600
L1_trip_25,L1_26,26,39720,39720
L1_trip_25,L1_27,27,39840,39840
L1_trip_25,L1_28,28,39960,39960
L1_trip_26,L1_0,0,37200,37200
L1_trip_26,L1_1,1,37320,37320
L1_trip_26,L1_2,2,37440,37440
L1_trip_26,L1_3,3,37560,37560
L1_trip_26,L1_4,4,37680,37680
L1_trip_26,L1_5,5,37800,37800
L1_trip_26,L1_6,6,37920,37920
L1_trip_26,L1_7,7,38040,38040
L1_trip_26,L1_8,8,38160,38160
L1_trip_26,L1_9,9,38280,38280
L1_trip_26,L1_10,10,38400,38400
L1_trip_26,L1_11,11,38520,38520
L1_trip_26,L1_12,12,38640,38640
L1_trip_26,L1_13,13,38760,38760
L1_trip_26,L1_14,14,38880,38880
L1_trip_26,L1_15,15,39000,39000
L1_trip_26,L1_16,16,39120,39120
L1_trip_26,L1_17,17,39240,39240
L1_trip_26,L1_18,18,39360,39360
L1_trip_26,L1_19,19,39480,39480
L1_trip_26,L1_20,20,39600,39600
L1_trip_26,L1_21,21,39720,39720
L1_trip_26,L1_22,22,39840,39840
L1_trip_26,L1_23,23,39960,39960
L1_trip_26,L1_24,24,40080,40080
L1_trip_26,L1_25,25,40200,40200
L1_trip_26,L1_26,26,40320,40320
L1_trip_26,L1_27,27,40440,40440
L1_trip_26,L1_28,28,40560,40560
L1_trip_27,L1_0,0,37800,37800
L1_trip_27,L1_1,1,37920,37920
L1_trip_27,L1_2,2,38040,38040
L1_trip_27,L1_3,3,38160,38160
L1_trip_27,L1_4,4,38280,38280
L1_trip_27,L1_5,5,38400,38400
L1_trip_27,L1_6,6,38520,38520
L1_trip_27,L1_7,7,38640,38640
L1_trip_27,L1_8,8,38760,38760
L1_trip_27,L1_9,9,38880,38880
L1_trip_27,L1_10,10,39000,39000
L1_trip_27,L1_11,11,39120,39120
L1_trip_27,L1_12,12,39240,39240
L1_trip_27,L1_13,13,39360,39360
L1_trip_27,L1_14,14,39480,39480
L1_trip_27,L1_15,15,39600,39600
L1_trip_27,L1_16,16,39720,39720
L1_trip_27,L1_17,17,39840,39840
L1_trip_27,L1_18,18,39960,39960
L1_trip_27,L1_19,19,40080,40080
L1_trip_27,L1_20,20,40200,40200
L1_trip_27,L1_21,21,40320,40320
L1_trip_27,L1_22,22,40440,40440
L1_trip_27,L1_23,23,40560,40560
L1_trip_27,L1_24,24,40680,40680
L1_trip_27,L1_25,25,40800,40800
L1_trip_27,L1_26,26,40920,40920
L1_trip_27,L1_27,27,41040,41040
L1_trip_27,L1_28,28,41160,41160
L1_trip_28,L1_0,0,38400,38400
L1_trip_28,L1_1,1,38520,38520
L1_trip_28,L1_2,2,38640,38640
L1_trip_28,L1_3,3,38760,38760
L1_trip_28,L1_4,4,38880,38880
L1_trip_28,L1_5,5,39000,39000
L1_trip_28,L1_6,6,39120,39120
L1_trip_28,L1_7,7,39240,39240
L1_trip_28,L1_8,8,39360,39360
L1_trip_28,L1_9,9,39480,39480
L1_trip_28,L1_10,10,39600,39600
L1_trip_28,L1_11,11,39720,39720
L1_trip_28,L1_12,12,39840,39840
L1_trip_28,L1_13,13,39960,39960
L1_trip_28,L1_14,14,40080,40080
L1_trip_28,L1_15,15,40200,40200
L1_trip_28,L1_16,16,40320,40320
L1_trip_28,L1_17,17,40440,40440
L1_trip_28,L1_18,18,40560,40560
L1_trip_28,L1_19,19,40680,40680
L1_trip_28,L1_20,20,40800,40800
L1_trip_28,L1_21,21,40920,40920
L1_trip_28,L1_22,22,41040,41040
L1_trip_28,L1_23,23,41160,41160
L1_trip_28,L1_24,24,41280,41280
L1_trip_28,L1_25,25,41400,41400
L1_trip_28,L1_26,26,41520,41520
L1_trip_28,L1_27,27,41640,41640
L1_trip_28,L1_28,28,41760,41760
L1_trip_29,L1_0,0,39000,39000
L1_trip_29,L1_1,1,39120,39120
L1_trip_29,L1_2,2,39240,39240
L1_trip_29,L1_3,3,39360,39360
L1_trip_29,L1_4,4,39480,39480
L1_trip_29,L1_5,5,39600,39600
L1_trip_29,L1_6,6,39720,39720
L1_trip_29,L1_7,7,39840,39840
L1_trip_29,L1_8,8,39960,39960
L1_trip_29,L1_9,9,40080,40080
L1_trip_29,L1_10,10,40200,40200
L1_trip_29,L1_11,11,40320,40320
L1_trip_29,L1_12,12,40440,40440
L1_trip_29,L1_13,13,40560,40560
L1_trip_29,L1_14,14,40680,40680
L1_trip_29,L1_15,15,40800,40800
L1_trip_29,L1_16,16,40920,40920
L1_trip_29,L1_17,17,41040,41040
L1_trip_29,L1_18,18,41160,41160
L1_trip_29,L1_19,19,41280,41280
L1_trip_29,L1_20,20,41400,41400
L1_trip_29,L1_21,21,41520,41520
L1_trip_29,L1_22,22,41640,41640
L1_trip_29,L1_23,23,41760,41760
L1_trip_29,L1_24,24,41880,41880
L1_trip_29,L1_25,25,42000,42000
L1_trip_29,L1_26,26,42120,42120
L1_trip_29,L1_27,27,42240,42240
L1_trip_29,L1_28,28,42360,42360
L1_trip_30,L1_0,0,39600,39600
L1_trip_30,L1_1,1,39720,39720
L1_trip_30,L1_2,2,39840,39840
L1_trip_30,L1_3,3,39960,39960
L1_trip_30,L1_4,4,40080,40080
L1_trip_30,L1_5,5,40200,40200
L1_trip_30,L1_6,6,40320,40320
L1_trip_30,L1_7,7,40440,40440
L1_trip_30,L1_8,8,40560,40560
L1_trip_30,L1_9,9,40680,40680
L1_trip_30,L1_10,10,40800,40800
L1_trip_30,L1_11,11,40920,40920
L1_trip_30,L1_12,12,41040,41040
L1_trip_30,L1_13,13,41160,41160
L1_trip_30,L1_14,14,41280,41280
L1_trip_30,L1_15,15,41400,41400
L1_trip_30,L1_16,16,41520,41520
L1_trip_30,L1_17,17,41640,41640
L1_trip_30,L1_18,18,41760,41760
L1_trip_30,L1_19,19,41880,41880
L1_trip_30,L1_20,20,42000,42000
L1_trip_30,L1_21,21,42120,42120
L1_trip_30,L1_22,22,42240,42240
L1_trip_30,L1_23,23,42360,42360
L1_trip_30,L1_24,24,42480,42480
L1_trip_30,L1_25,25,42600,42600
L1_trip_30,L1_26,26,42720,42720
L1_trip_30,L1_27,27,42840,42840
L1_trip_30,L1_28,28,42960,42960
L1_trip_31,L1_0,0,40200,40200
L1_trip_31,L1_1,1,40320,40320
L1_trip_31,L1_2,2,40440,40440
L1_trip_31,L1_3,3,40560,40560
L1_trip_31,L1_4,4,40680,40680
L1_trip_31,L1_5,5,40800,40800
L1_trip_31,L1_6,6,40920,40920
L1_trip_31,L1_7,7,41040,41040
L1_trip_31,L1_8,8,41160,41160
L1_trip_31,L1_9,9,41280,41280
L1_trip_31,L1_10,10,41400,41400
L1_trip_31,L1_11,11,41520,41520
L1_trip_31,L1_12,12,41640,41640
L1_trip_31,L1_13,13,41760,41760
L1_trip_31,L1_14,14,41880,41880
L1_trip_31,L1_15,15,42000,42000
L1_trip_31,L1_16,16,42120,42120
L1_trip_31,L1_17,17,42240,42240
L1_trip_31,L1_18,18,42360,42360
L1_trip_31,L1_19,19,42480,42480
L1_trip_31,L1_20,20,42600,42600
L1_trip_31,L1_21,21,42720,42720
L1_trip_31,L1_22,22,42840,42840
L1_trip_31,L1_23,23,42960,42960
L1_trip_31,L1_24,24,43080,43080
L1_trip_31,L1_25,25,43200,43200
L1_trip_31,L1_26,26,43320,43320
L1_trip_31,L1_27,27,43440,43440
L1_trip_31,L1_28,28,43560,43560
L1_trip_32,L1_0,0,40800,40800
L1_trip_32,L1_1,1,40920,40920
L1_trip_32,L1_2,2,41040,41040
L1_trip_32,L1_3,3,41160,41160
L1_trip_32,L1_4,4,41280,41280
L1_trip_32,L1_5,5,41400,41400
L1_trip_32,L1_6,6,41520,41520
L1_trip_32,L1_7,7,41640,41640
L1_trip_32,L1_8,8,41760,41760
L1_trip_32,L1_9,9,41880,41880
L1_trip_32,L1_10,10,42000,42000
L1_trip_32,L1_11,11,42120,42120
L1_trip_32,L1_12,12,42240,42240
L1_trip_32,L1_13,13,42360,42360
L1_trip_32,L1_14,14,42480,42480
L1_trip_32,L1_15,15,42600,42600
L1_trip_32,L1_16,16,42720,42720
L1_trip_32,L1_17,17,42840,42840
L1_trip_32,L1_18,18,42960,42960
L1_trip_32,L1_19,19,43080,43080
L1_trip_32,L1_20,20,43200,43200
L1_trip_32,L1_21,21,43320,43320
L1_trip_32,L1_22,22,43440,43440
L1_trip_32,L1_23,23,43560,43560
L1_trip_32,L1_24,24,43680,43680
L1_trip_32,L1_25,25,43800,43800
L1_trip_32,L1_26,26,43920,43920
L1_trip_32,L1_27,27,44040,44040
L1_trip_32,L1_28,28,44160,44160
L1_trip_33,L1_0,0,41400,41400
L1_trip_33,L1_1,1,41520,41520
L1_trip_33,L1_2,2,41640,41640
L1_trip_33,L1_3,3,41760,41760
L1_trip_33,L1_4,4,41880,41880
L1_trip_33,L1_5,5,42000,42000
L1_trip_33,L1_6,6,42120,42120
L1_trip_33,L1_7,7,42240,42240
L1_trip_33,L1_8,8,42360,42360
L1_trip_33,L1_9,9,42480,42480
L1_trip_33,L1_10,10,42600,42600
L1_trip_33,L1_11,11,42720,42720
L1_trip_33,L1_12,12,42840,42840
L1_trip_33,L1_13,13,42960,42960
L1_trip_33,L1_14,14,43080,43080
L1_trip_33,L1_15,15,43200,43200
L1_trip_33,L1_16,16,43320,43320
L1_trip_33,L1_17,17,43440,43440
L1_trip_33,L1_18,18,43560,43560
L1_trip_33,L1_19,19,43680,43680
L1_trip_33,L1_20,20,43800,43800
L1_trip_33,L1_21,21,43920,43920
L1_trip_33,L1_22,22,44040,44040
L1_trip_33,L1_23,23,44160,44160
L1_trip_33,L1_24,24,44280,44280
L1_trip_33,L1_25,25,44400,44400
L1_trip_33,L1_26,26,44520,44520
L1_trip_33,L1_27,27,44640,44640
L1_trip_33,L1_28,28,44760,44760
L1_trip_34,L1_0,0,42000,42000
L1_trip_34,L1_1,1,42120,42120
L1_trip_34,L1_2,2,42240,42240
L1_trip_34,L1_3,3,42360,42360
L1_trip_34,L1_4,4,42480,42480
L1_trip_34,L1_5,5,42600,42600
L1_trip_34,L1_6,6,42720,42720
L1_trip_34,L1_7,7,42840,42840
L1_trip_34,L1_8,8,42960,42960
L1_trip_34,L1_9,9,43080,43080
L1_trip_34,L1_10,10,43200,43200
L1_trip_34,L1_11,11,43320,43320
L1_trip_34,L1_12,12,43440,43440
L1_trip_34,L1_13,13,43560,43560
L1_trip_34,L1_14,14,43680,43680
L1_trip_34,L1_15,15,43800,43800
L1_trip_34,L1_16,16,43920,43920
L1_trip_34,L1_17,17,44040,44040
L1_trip_34,L1_18,18,44160,44160
L1_trip_34,L1_19,19,44280,44280
L1_trip_34,L1_20,20,44400,44400
L1_trip_34,L1_21,21,44520,44520
L1_trip_34,L1_22,22,44640,44640
L1_trip_34,L1_23,23,44760,44760
L1_trip_34,L1_24,24,44880,44880
L1_trip_34,L1_25,25,45000,45000
L1_trip_34,L1_26,26,45120,45120
L1_trip_34,L1_27,27,45240,45240
L1_trip_34,L1_28,28,45360,45360
L1_trip_35,L1_0,0,42600,42600
L1_trip_35,L1_1,1,42720,42720
L1_trip_35,L1_2,2,42840,42840
L1_trip_35,L1_3,3,42960,42960
L1_trip_35,L1_4,4,43080,43080
L1_trip_35,L1_5,5,43200,43200
L1_trip_35,L1_6,6,43320,43320
L1_trip_35,L1_7,7,43440,43440
L1_trip_35,L1_8,8,43560,43560
L1_trip_35,L1_9,9,43680,43680
L1_trip_35,L1_10,10,43800,43800
L1_trip_35,L1_11,11,43920,43920
L1_trip_35,L1_12,12,44040,44040
L1_trip_35,L1_13,13,44160,44160
L1_trip_35,L1_14,14,44280,44280
L1_trip_35,L1_15,15,44400,44400
L1_trip_35,L1_16,16,44520,44520
L1_trip_35,L1_17,17,44640,44640
L1_trip_35,L1_18,18,44760,44760
L1_trip_35,L1_19,19,44880,44880
L1_trip_35,L1_20,20,45000,45000
L1_trip_35,L1_21,21,45120,45120
L1_trip_35,L1_22,22,45240,45240
L1_trip_35,L1_23,23,45360,45360
L1_trip_35,L1_24,24,45480,45480
L1_trip_35,L1_25,25,45600,45600
L1_trip_35,L1_26,26,45720,45720
L1_trip_35,L1_27,27,45840,45840
L1_trip_35,L1_28,28,45960,45960
L1_trip_36,L1_0,0,43200,43200
L1_trip_36,L1_1,1,43320,43320
L1_trip_36,L1_2,2,43440,43440
L1_trip_36,L1_3,3,43560,43560
L1_trip_36,L1_4,4,43680,43680
L1_trip_36,L1_5,5,43800,43800
L1_trip_36,L1_6,6,43920,43920
L1_trip_36,L1_7,7,44040,44040
L1_trip_36,L1_8,8,44160,44160
L1_trip_36,L1_9,9,44280,44280
L1_trip_36,L1_10,10,44400,44400
L1_trip_36,L1_11,11,44520,44520
L1_trip_36,L1_12,12,44640,44640
L1_trip_36,L1_13,13,44760,44760
L1_trip_36,L1_14,14,44880,44880
L1_trip_36,L1_15,15,45000,45000
L1_trip_36,L1_16,16,45120,45120
L1_trip_36,L1_17,17,45240,45240
L1_trip_36,L1_18,18,45360,45360
L1_trip_36,L1_19,19,45480,45480
L1_trip_36,L1_20,20,45600,45600
L1_trip_36,L1_21,21,45720,45720
L1_trip_36,L1_22,22,45840,45840
L1_trip_36,L1_23,23,45960,45960
L1_trip_36,L1_24,24,46080,46080
L1_trip_36,L1_25,25,46200,46200
L1_trip_36,L1_26,26,46320,46320
L1_trip_36,L1_27,27,46440,46440
L1_trip_36,L1_28,28,46560,46560
L1_trip_37,L1_0,0,43800,43800
L1_trip_37,L1_1,1,43920,43920
L1_trip_37,L1_2,2,44040,44040
L1_trip_37,L1_3,3,44160,44160
L1_trip_37,L1_4,4,44280,44280
L1_trip_37,L1_5,5,44400,44400
L1_trip_37,L1_6,6,44520,44520
L1_trip_37,L1_7,7,44640,44640
L1_trip_37,L1_8,8,44760,44760
L1_trip_37,L1_9,9,44880,44880
L1_trip_37,L1_10,10,45000,45000
L1_trip_37,L1_11,11,45120,45120
L1_trip_37,L1_12,12,45240,45240
L1_trip_37,L1_13,13,45360,45360
L1_trip_37,L1_14,14,45480,45480
L1_trip_37,L1_15,15,45600,45600
L1_trip_37,L1_16,16,45720,45720
L1_trip_37,L1_17,17,45840,45840
L1_trip_37,L1_18,18,45960,45960
L1_trip_37,L1_19,19,46080,46080
L1_trip_37,L1_20,20,46200,46200
L1_trip_37,L1_21,21,46320,46320
L1_trip_37,L1_22,22,46440,46440
L1_trip_37,L1_23,23,46560,46560
L1_trip_37,L1_24,24,46680,46680
L1_trip_37,L1_25,25,46800,46800
L1_trip_37,L1_26,26,46920,46920
L1_trip_37,L1_27,27,47040,47040
L1_trip_37,L1_28,28,47160,47160
L1_trip_38,L1_0,0,44400,44400
L1_trip_38,L1_1,1,44520,44520
L1_trip_38,L1_2,2,44640,44640
L1_trip_38,L1_3,3,44760,44760
L1_trip_38,L1_4,4,44880,44880
L1_trip_38,L1_5,5,45000,45000
L1_trip_38,L1_6,6,45120,45120
L1_trip_38,L1_7,7,45240,45240
L1_trip_38,L1_8,8,45360,45360
L1_trip_38,L1_9,9,45480,45480
L1_trip_38,L1_10,10,45600,45600
L1_trip_38,L1_11,11,45720,45720
L1_trip_38,L1_12,12,45840,45840
L1_trip_38,L1_13,13,45960,45960
L1_trip_38,L1_14,14,46080,46080
L1_trip_38,L1_15,15,46200,46200
L1_trip_38,L1_16,16,46320,46320
L1_trip_38,L1_17,17,46440,46440
L1_trip_38,L1_18,18,46560,46560
L1_trip_38,L1_19,19,46680,46680
L1_trip_38,L1_20,20,46800,46800
L1_trip_38,L1_21,21,46920,46920
L1_trip_38,L1_22,22,47040,47040
L1_trip_38,L1_23,23,47160,47160
L1_trip_38,L1_24,24,47280,47280
L1_trip_38,L1_25,25,47400,47400
L1_trip_38,L1_26,26,47520,47520
L1_trip_38,L1_27,27,47640,47640
L1_trip_38,L1_28,28,47760,47760
L1_trip_39,L1_0,0,45000,45000
L1_trip_39,L1_1,1,45120,45120
L1_trip_39,L1_2,2,45240,45240
L1_trip_39,L1_3,3,45360,45360
L1_trip_39,L1_4,4,45480,45480
L1_trip_39,L1_5,5,45600,45600
L1_trip_39,L1_6,6,45720,45720
L1_trip_39,L1_7,7,45840,45840
L1_trip_39,L1_8,8,45960,45960
L1_trip_39,L1_9,9,46080,46080
L1_trip_39,L1_10,10,46200,46200
L1_trip_39,L1_11,11,46320,46320
L1_trip_39,L1_12,12,46440,46440
L1_trip_39,L1_13,13,46560,46560
L1_trip_39,L1_14,14,46680,46680
L1_trip_39,L1_15,15,46800,46800
L1_trip_39,L1_16,16,46920,46920
L1_trip_39,L1_17,17,47040,47040
L1_trip_39,L1_18,18,47160,47160
L1_trip_39,L1_19,19,47280,47280
L1_trip_39,L1_20,20,47400,47400
L1_trip_39,L1_21,21,47520,47520
L1_trip_39,L1_22,22,47640,47640
L1_trip_39,L1_23,23,47760,47760
L1_trip_39,L1_24,24,47880,47880
L1_trip_39,L1_25,25,48000,48000
L1_trip_39,L1_26,26,48120,48120
L1_trip_39,L1_27,27,48240,48240
L1_trip_39,L1_28,28,48360,48360
L1_trip_40,L1_0,0,45600,45600
L1_trip_40,L1_1,1,45720,45720
L1_trip_40,L1_2,2,45840,45840
L1_trip_40,L1_3,3,45960,45960
L1_trip_40,L1_4,4,46080,46080
L1_trip_40,L1_5,5,46200,46200
L1_trip_40,L1_6,6,46320,46320
L1_trip_40,L1_7,7,46440,46440
L1_trip_40,L1_8,8,46560,46560
L1_trip_40,L1_9,9,46680,46680
L1_trip_40,L1_10,10,46800,46800
L1_trip_40,L1_11,11,46920,46920
L1_trip_40,L1_12,12,47040,47040
L1_trip_40,L1_13,13,47160,47160
L1_trip_40,L1_14,14,47280,47280
L1_trip_40,L1_15,15,47400,47400
L1_trip_40,L1_16,16,47520,47520
L1_trip_40,L1_17,17,47640,47640
L1_trip_40,L1_18,18,47760,47760
L1_trip_40,L1_19,19,47880,47880
L1_trip_40,L1_20,20,48000,48000
L1_trip_40,L1_21,21,48120,48120
L1_trip_40,L1_22,22,48240,48240
L1_trip_40,L1_23,23,48360,48360
L1_trip_40,L1_24,24,48480,48480
L1_trip_40,L1_25,25,48600,48600
L1_trip_40,L1_26,26,48720,48720
L1_trip_40,L1_27,27,48840,48840
L1_trip_40,L1_28,28,48960,48960
L1_trip_41,L1_0,0,46200,46200
L1_trip_41,L1_1,1,46320,46320
L1_trip_41,L1_2,2,46440,46440
L1_trip_41,L1_3,3,46560,46560
L1_trip_41,L1_4,4,46680,46680
L1_trip_41,L1_5,5,46800,46800
L1_trip_41,L1_6,6,46920,46920
L1_trip_41,L1_7,7,47040,47040
L1_trip_41,L1_8,8,47160,47160
L1_trip_41,L1_9,9,47280,47280
L1_trip_41,L1_10,10,47400,47400
L1_trip_41,L1_11,11,47520,47520
L1_trip_41,L1_12,12,47640,47640
L1_trip_41,L1_13,13,47760,47760
L1_trip_41,L1_14,14,47880,47880
L1_trip_41,L1_15,15,48000,48000
L1_trip_41,L1_16,16,48120,48120
L1_trip_41,L1_17,17,48240,48240
L1_trip_41,L1_18,18,48360,48360
L1_trip_41,L1_19,19,48480,48480
L1_trip_41,L1_20,20,48600,48600
L1_trip_41,L1_21,21,48720,48720
L1_trip_41,L1_22,22,48840,48840
L1_trip_41,L1_23,23,48960,48960
L1_trip_41,L1_24,24,49080,49080
L1_trip_41,L1_25,25,49200,49200
L1_trip_41,L1_26,26,49320,49320
L1_trip_41,L1_27,27,49440,49440
L1_trip_41,L1_28,28,49560,49560
L1_trip_42,L1_0,0,46800,46800
L1_trip_42,L1_1,1,46920,46920
L1_trip_42,L1_2,2,47040,47040
L1_trip_42,L1_3,3,47160,47160
L1_trip_42,L1_4,4,47280,47280
L1_trip_42,L1_5,5,47400,47400
L1_trip_42,L1_6,6,47520,47520
L1_trip_42,L1_7,7,47640,47640
L1_trip_42,L1_8,8,47760,47760
L1_trip_42,L1_9,9,47880,47880
L1_trip_42,L1_10,10,48000,48000
L1_trip_42,L1_11,11,48120,48120
L1_trip_42,L1_12,12,48240,48240
L1_trip_42,L1_13,13,48360,48360
L1_trip_42,L1_14,14,48480,48480
L1_trip_42,L1_15,15,48600,48600
L1_trip_42,L1_16,16,48720,48720
L1_trip_42,L1_17,17,48840,48840
L1_trip_42,L1_18,18,48960,48960
L1_trip_42,L1_19,19,49080,49080
L1_trip_42,L1_20,20,49200,49200
L1_trip_42,L1_21,21,49320,49320
L1_trip_42,L1_22,22,49440,49440
L1_trip_42,L1_23,23,49560,49560
L1_trip_42,L1_24,24,49680,49680
L1_trip_42,L1_25,25,49800,49800
L1_trip_42,L1_26,26,49920,49920
L1_trip_42,L1_27,27,50040,50040
L1_trip_42,L1_28,28,50160,50160
L1_trip_43,L1_0,0,47400,47400
L1_trip_43,L1_1,1,47520,47520
L1_trip_43,L1_2,2,47640,47640
L1_trip_43,L1_3,3,47760,47760
L1_trip_43,L1_4,4,47880,47880
L1_trip_43,L1_5,5,48000,48000
L1_trip_43,L1_6,6,48120,48120
L1_trip_43,L1_7,7,48240,48240
L1_trip_43,L1_8,8,48360,48360
L1_trip_43,L1_9,9,48480,48480
L1_trip_43,L1_10,10,48600,48600
L1_trip_43,L1_11,11,48720,48720
L1_trip_43,L1_12,12,48840,48840
L1_trip_43,L1_13,13,48960,48960
L1_trip_43,L1_14,14,49080,49080
L1_trip_43,L1_15,15,49200,49200
L1_trip_43,L1_16,16,49320,49320
L1_trip_43,L1_17,17,49440,49440
L1_trip_43,L1_18,18,49560,49560
L1_trip_43,L1_19,19,49680,49680
L1_trip_43,L1_20,20,49800,49800
L1_trip_43,L1_21,21,49920,49920
L1_trip_43,L1_22,22,50040,50040
L1_trip_43,L1_23,23,50160,50160
L1_trip_43,L1_24,24,50280,50280
L1_trip_43,L1_25,25,50400,50400
L1_trip_43,L1_26,26,50520,50520
L1_trip_43,L1_27,27,50640,50640
L1_trip_43,L1_28,28,50760,50760
L1_trip_44,L1_0,0,48000,48000
L1_trip_44,L1_1,1,48120,48120
L1_trip_44,L1_2,2,48240,48240
L1_trip_44,L1_3,3,48360,48360
L1_trip_44,L1_4,4,48480,48480
L1_trip_44,L1_5,5,48600,48600
L1_trip_44,L1_6,6,48720,48720
L1_trip_44,L1_7,7,48840,48840
L1_trip_44,L1_8,8,48960,48960
L1_trip_44,L1_9,9,49080,49080
L1_trip_44,L1_10,10,49200,49200
L1_trip_44,L1_11,11,49320,49320
L1_trip_44,L1_12,12,49440,49440
L1_trip_44,L1_13,13,49560,49560
L1_trip_44,L1_14,14,49680,49680
L1_trip_44,L1_15,15,49800,49800
L1_trip_44,L1_16,16,49920,49920
L1_trip_44,L1_17,17,50040,50040
L1_trip_44,L1_18,18,50160,50160
L1_trip_44,L1_19,19,50280,50280
L1_trip_44,L1_20,20,50400,50400
L1_trip_44,L1_21,21,50520,50520
L1_trip_44,L1_22,22,50640,50640
L1_trip_44,L1_23,23,50760,50760
L1_trip_44,L1_24,24,50880,50880
L1_trip_44,L1_25,25,51000,51000
L1_trip_44,L1_26,26,51120,51120
L1_trip_44,L1_27,27,51240,51240
L1_trip_44,L1_28,28,51360,51360
L1_trip_45,L1_0,0,48600,48600
L1_trip_45,L1_1,1,48720,48720
L1_trip_45,L1_2,2,48840,48840
L1_trip_45,L1_3,3,48960,48960
L1_trip_45,L1_4,4,49080,49080
L1_trip_45,L1_5,5,49200,49200
L1_trip_45,L1_6,6,49320,49320
L1_trip_45,L1_7,7,49440,49440
L1_trip_45,L1_8,8,49560,49560
L1_trip_45,L1_9,9,49680,49680
L1_trip_45,L1_10,10,49800,49800
L1_trip_45,L1_11,11,49920,49920
L1_trip_45,L1_12,12,50040,50040
L1_trip_45,L1_13,13,50160,50160
L1_trip_45,L1_14,14,50280,50280
L1_trip_45,L1_15,15,50400,50400
L1_trip_45,L1_16,16,50520,50520
L1_trip_45,L1_17,17,50640,50640
L1_trip_45,L1_18,18,50760,50760
L1_trip_45,L1_19,19,50880,50880
L1_trip_45,L1_20,20,51000,51000
L1_trip_45,L1_21,21,51120,51120
L1_trip_45,L1_22,22,51240,51240
L1_trip_45,L1_23,23,51360,51360
